Bemis-Murcko scaffold	MAE	RMSE	MRE	Mean_relative_error_max	Mean_relative_error_mean	n molecules test
B1OCc2cc(Oc3ccccn3)ccc21	2.7685498046874955	2.7685498046874955	1.0633136708098074	0.6183111052098212	1.4467651424587276	1
B1OCc2ccccc21	53.237282714843744	53.237282714843744	64.49876752464712	11.889691512159136	27.820285111233684	1
C(#CC1CCCC2NCCC12)c1ccccc1	46.605688476562506	46.605688476562506	19.471772916884273	10.408631516116337	24.35480315868546	1
C(#CC1CCCCC1)c1ccc2ncn(-c3ccncn3)c2c1	32.29489624023438	32.29489624023438	19.353326685584214	7.21254606044184	16.876391416395872	1
C(#CC1CCCCO1)c1ccc2c(c1)C1(CCNCC1)c1cc(C#CC3CCCCO3)ccc1-2	22.114650878906247	22.114650878906247	18.328071340051586	4.938951866827373	11.556485628351291	1
C(#Cc1ccc2c(c1)N(c1ccncn1)CC2)Cc1nccs1	6.437319946289051	6.437319946289051	3.7799882244797716	1.4376719551297685	3.3639597501105962	1
C(#Cc1cccc2cc[nH]c12)c1ccc(OCCCCc2ccccc2)cc1	45.71285400390627	45.71285400390627	12.28509916794041	10.209231285489162	23.8882333354381	1
C(#Cc1ccccn1)c1ccc2c(c1)CCCS2	39.89287597656249	39.89287597656249	11.502472745678592	8.909432726586227	20.84687885968319	1
C(#Cc1ccccn1)c1ccccc1	50.24443969726562	50.24443969726562	27.137153495687613	11.22128812249098	26.256310734702005	1
C(#Cc1ccccn1)c1cccnc1	16.379068603515634	16.379068603515634	11.142981565763408	3.6580017427898057	8.559233964794563	1
C(#Cc1cn(-c2ccccc2)cn1)c1ccncc1	42.261219482421865	42.261219482421865	18.59515971418219	9.438364186712048	22.08450760807864	1
C(#Cc1cn(C2CCCO2)c2ncncc12)c1ccccc1	62.20673706054686	62.20673706054686	39.99918792473435	13.892874991188775	32.50746605783146	1
C(#Cc1cnn2ccc(-c3ccccc3)nc12)c1cccnc1	2.531531982421882	2.531531982421882	1.0562132770451775	0.565376983746177	1.322906390553748	1
C(#Cc1cscn1)c1cccnc1	83.83477783203125	83.83477783203125	61.53011217029817	18.72315031088781	43.80966312680988	1
C(#Cc1n[nH]c2ncncc12)c1ccccc1	12.1512774658203	12.1512774658203	5.57602673725234	2.713792537479967	6.349910933199703	1
C(#Cc1nc2ncccc2nc1OCCN1CCCC1)c1ccccc1	46.788952026367184	46.788952026367184	34.34933893210526	10.449560484716631	24.450571461387383	1
C(#Cc1nn(C2CCNC2)c2ncncc12)c1ccccc1	6.831325073242198	6.831325073242198	3.4983996892723908	1.5256666681352058	3.569855588668639	1
C(=C(c1ccccc1)c1ccc2[nH]ncc2c1)c1ccccc1	7.99176025390625	7.99176025390625	2.791881311408297	1.7848312162556392	4.176265907393988	1
C(=C(c1ccccc1)c1ccccc1)c1ccccc1	47.30293811035157	69.2588794757386	8.001994256124132	5.406728073264273	11.105576834404507	20
C(=C1CCCC1Cn1cncn1)c1ccccc1	14.622516886393226	17.943279875222647	3.4675713036892306	2.13506452570082	4.987319592091362	30
C(=C1SCC(c2ccccc2)S1)n1ccnc1	27.005300496419267	27.767515922709478	14.408790647558519	6.031199860733264	14.112199590446915	3
C(=C1c2ccccc2-c2ccccc21)c1ccccc1	10.606921386718739	10.606921386718739	3.4237964450350993	2.368885426728323	5.542874506040115	1
C(=C1c2ccccc2C(c2ccccc2)C1c1ccccc1)c1ccccc1	314.6037841796874	314.6037841796874	20.001512122810567	8.567641181364037	23.11370377896304	1
C(=CC1=[NH+]c2ccc3ccccc3c2C1)C1=CC(=CC=C2Cc3c(ccc4ccccc34)N2)CCC1	80.41694213867186	80.41694213867186	21.718460080123116	17.959831637187747	42.0235997027633	1
C(=CC1=[NH+]c2ccccc2C1)C=C1Cc2ccccc2N1	92.49084350585937	92.52332460977969	73.9768707559441	20.656343466557836	48.333076094322536	2
C(=CC1CCCC1)CCCc1ccccc1	17.334383544921877	17.334383544921877	9.102280794434929	3.871355981981838	9.058454298471228	1
C(=CC1CCCC1)CCOc1ccccc1	13.30212972005207	13.538683659325422	5.234292101903937	2.9708168929900105	6.951313487968089	3
C(=CC1CCCCC1)COC1CCCCO1	17.945330200195308	18.98560376456064	22.355833469177178	4.007801098846549	9.377717590485986	2
C(=CC=C1Cc2ccccc2N1)C=CC1=[NH+]c2ccccc2C1	57.421877136230464	57.63583502522504	39.978721908703335	12.824253425100604	30.0070347712684	2
C(=CC=CC=CC=CC=CC1=CCCCC1)C=CC=CC=CC=CC1=CCCCC1	147.3090828857422	192.0503062386142	29.511272966231655	22.016157843375233	61.95027056519628	5
C(=CC=CC=CC=CC=CC1C=CCCC1)C=CC=CC=CC=CC1=CCCCC1	344.9062194824219	370.25182789025496	93.53640253505287	61.21871130323427	120.66530234127382	2
C(=CCCC=CCOC1CC(OC2CCCC(COC3CCCCO3)O2)CCO1)CCC=CCCCOC1OCCCC1OC1CCCCO1	1.0312359619140636	1.0312359619140636	0.5698380736663887	0.23030997898741817	0.5388944930017504	1
C(=CCOC1CCCCO1)CCCC1CCC2C1CCC13CC14CCC(OC1CCCCO1)CC4CCC23	10.36155944824219	10.36155944824219	5.11202301457506	2.3140877810081717	5.414655357057154	1
C(=CSSC=CNCc1cncnc1)NCc1cncnc1	21.144940795898435	21.144940795898435	15.71413554986507	4.722382704104529	11.049742804360514	1
C(=CSSCC1CCCO1)NCc1cncnc1	20.76793579101563	20.76793579101563	20.776246289531443	4.6381846951526775	10.852730744590653	1
C(=Cc1[nH+]c2ccccc2o1)C=C1Nc2ccccc2O1	12.330162963867181	12.391269380254554	4.903070613657888	2.753743738580307	6.443391390956833	2
C(=Cc1cc(C=Cc2ccc3cc[nH]c3c2)n[nH]1)c1ccc(OCc2ccccn2)cc1	4.480520629882818	4.480520629882818	2.369392189255853	1.0006522757465648	2.3413922539541883	1
C(=Cc1ccc(-c2ccc(C=Cc3ccccc3)cc2)cc1)c1ccccc1	8.177077636718764	8.177077636718764	1.0105887283682384	0.6359574764711783	1.0751745541577158	1
C(=Cc1ccc(C2CCCCC2)cc1)CNC1CCCCC1	23.916558837890648	23.916558837890648	8.662281361061444	5.34137905080638	12.498111320099266	1
C(=Cc1ccc(OC2CCCCO2)cc1)COC1CCCCO1	81.54385314941406	81.54385314941406	126.15076291679155	18.211509100726744	42.612491246716864	1
C(=Cc1ccc(OC2CCCCO2)cc1)c1ccccc1	170.06520385742186	228.2551812289937	32.87920577265523	13.50598343483176	34.63098637872407	2
C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1	6.363922119140625	6.363922119140625	1.7989885849160778	1.4212797300206863	3.3256041396495664	1
C(=Cc1ccc2c(c1)ncn2-c1ccccc1)c1ccccc1	59.8255627441406	59.8255627441406	22.831569951585927	13.36107797573267	31.26313229390142	1
C(=Cc1ccc2cc[nH]c2c1)c1ccccc1	31.07072326660159	31.07072326660159	12.102961696245554	6.93914670059889	16.2366735454754	1
C(=Cc1ccc2ccccc2n1)c1cccc(C(CCc2ccccc2)SCC2CC2)c1	88.60299255371095	92.15927141817171	9.863959842296179	8.058357237693764	15.602007014217815	4
C(=Cc1cccc(OC2CCCCO2)c1)c1ccccc1	88.99805059259589	114.3649750881854	18.874983940578705	9.38383170925709	21.848575152236354	11
C(=Cc1cccc2c1C(c1cccc3c1C(c1ccccc1)C(c1ccccc1)O3)C(c1ccccc1)O2)c1ccccc1	4.971948242187409	4.971948242187409	0.2538197535384235	0.13540164058244578	0.3652853037794948	1
C(=Cc1cccc2c1C(c1ccccc1)C(c1ccccc1)O2)c1ccc2c(c1)C(c1cccc3c1C(c1ccccc1)C(c1ccccc1)O3)C(c1ccccc1)O2	324.08893554687506	324.08893554687506	29.43774223128401	24.596913748244923	39.69218026787366	1
C(=Cc1cccc2c1C(c1ccccc1)C(c1ccccc1)O2)c1ccccc1	78.8515081787109	96.14198206689004	10.392890686276395	4.485380225329228	11.147573282880334	2
C(=Cc1ccccc1)C(C=Cc1ccccc1)=NNC1=NCCCN1	45.133473399769166	61.58273697085036	10.93608318264745	6.80390887222675	16.986976421844115	22
C(=Cc1ccccc1)CCCN1CCCN(CCCC=Cc2ccccc2)CC1	10.88570678710937	10.88570678710937	7.299964315389867	2.4311476655148674	5.688559802663159	1
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1	30.17325317382813	31.58607486743155	9.756708283165887	5.24423499410461	11.929134066327515	3
C(=Cc1ccccc1)CNCc1cccc2ccccc12	14.116126505533847	15.367918494251326	3.6008063928722893	1.7667064626251836	3.7984067267047954	3
C(=Cc1ccccc1)COC1CCCC(COC2CCCO2)O1	9.36234497070312	9.36234497070312	7.994146753791676	2.0909292859351263	4.8924943782313415	1
C(=Cc1ccccc1)COC1CCCCO1	63.65146728515625	63.66207445045689	78.22861732732616	14.215532268437611	33.262440855713905	2
C(=Cc1ccccc1)Cc1ccccc1	10.773746337890628	10.773746337890628	4.697717946232942	2.4061430985105035	5.63005246608231	1
C(=Cc1ccccc1)c1ccccc1	143.30713456390598	288.014253305474	17.53425459544701	9.017060632053445	19.2010591333571	47
C(=Cc1ccccn1)c1ccccc1	92.01652404785156	92.01652404785156	123.04964435390687	20.55041183845175	48.085210277686784	1
C(=Cc1cccs1)C1=NCCCN1	158.77318420410154	158.79703405346436	60.693113227867556	16.436147433136806	33.75970289631924	2
C(=Cc1ccnc2ccccc12)c1ccc(CSCCc2ccccc2)cc1	13.801254882812486	13.801254882812486	4.362102115367896	3.082288476597393	7.21214205821204	1
C(=Cc1ccnc2ccccc12)c1ccccc1	34.14848754882813	34.14848754882813	32.438954639335165	7.626515889947322	17.845025352147154	1
C(=Cc1cncn1Cc1ccccc1)Cc1cccs1	208.37152205403646	223.69328350316343	49.16898143701114	19.378825873370765	41.55468684853868	5
C(=Cc1n[nH]c2cc(Sc3ccccc3)ccc12)c1ccccn1	20.36556213378907	20.36556213378907	14.385506910919736	4.54832100540224	10.6424617508621	1
