cc	MAE	RMSE	MRE	Mean_relative_error_max	Mean_relative_error_mean	n molecules test
cc_0	61.599096253860814	88.90666683647947	52.62202647809177	13.269947491137621	21.34215478293167	43
cc_1	36.295311536287	47.64703078284802	13.638832136725583	3.322529433933266	22.737069745445645	152
cc_10	132.67759333683892	204.9289350702364	16.668196630405347	7.450448862131567	27.41162617582222	65
cc_100	122.95817481704907	174.67320004739895	31.541550348983545	5.995444585054516	15.63294455835609	79
cc_101	32.04888079427082	42.303237782194145	37.867843141596815	11.827901090297768	20.93530457583842	75
cc_102	44.33288822880498	54.6303433118663	29.896418541951228	10.93019926745685	19.746411662835037	54
cc_104	56.39785513886683	82.72538996694445	15.26247282117568	5.6967530443299825	10.714801108990176	541
cc_106	257.8599322319031	359.58495607495445	26.979163171537085	9.14396922808167	18.87598753595238	160
cc_107	44.99214696847894	68.52920896053689	16.721041586555558	5.136089836584354	23.311118800865202	263
cc_108	50.34632347535552	122.52806316910082	32.948865986176365	6.07255312820904	18.028461993109563	89
cc_109	49.418603051227066	70.91075774808218	8.83810108903291	4.063361540143649	8.510222307000433	92
cc_11	73.37517994600185	88.51505629735824	12.073984638091796	4.602633292309737	16.0822764118428	85
cc_110	221.36024671855725	307.42445091901965	21.4221879392406	7.0514859428694345	13.281244326298019	76
cc_111	74.44486924004309	102.0789298479614	19.0282604965693	5.224201350178462	14.16426347335429	97
cc_112	18.843455969142166	23.79679195304116	18.207018114668955	5.591695886863753	18.611209184020527	127
cc_113	31.740069360351562	41.29161690027463	22.8750568441857	9.59291243097034	25.827438729330648	100
cc_114	48.866647413465714	61.100103668717864	16.598907157164746	8.86132220169472	14.476630988762055	90
cc_115	78.91290149967844	97.97678868248073	57.61154033178277	14.140576550850888	29.867976819888675	82
cc_116	32.84767564218256	47.970078803734694	14.308598835417587	6.834722355843229	10.017009356017317	79
cc_117	40.394712578495856	56.31087239167475	16.79334825992113	8.07248452807671	12.23406439749878	79
cc_118	16.13485435655382	19.811807243223665	14.20897743520236	4.843120022978786	13.423742694179378	90
cc_12	83.8605896645404	123.39613791887268	15.535944051278532	5.106600271863378	17.275670061292026	94
cc_125	61.02530740026197	91.22178879924624	7.818172226939965	4.282477712299086	8.794081926252238	2763
cc_13	38.67507332541726	59.72968709038393	14.049263380840431	3.869054954523536	22.191265259759977	154
cc_14	21.125307844776216	32.36352923803958	8.855417757002785	3.692590079492435	11.05827791708302	472
cc_144	59.15027313232421	77.11049770778179	9.663787217168439	4.861133557883318	9.333601853231203	48
cc_147	65.63094330399124	107.32691665442658	13.21274020362654	5.032314563368163	8.995725104388194	1188
cc_148	68.53514757237599	98.02945620071894	12.504342633456824	5.330197588437925	9.011440273524332	1041
cc_149	36.10482246301529	49.40946700158079	42.49570718494199	8.63008472679398	19.57732669638717	235
cc_15	22.523752826628133	34.68923114409302	9.365136244265265	4.266832012318734	11.45841824282756	488
cc_150	79.62366683959961	92.48331113018087	24.032276198608937	11.880582936377142	22.91394481556292	20
cc_151	49.34444803873698	66.17551386179831	12.70802541836761	4.476539571141622	8.761816067660567	63
cc_152	59.15016894143725	83.73107804059364	13.340558295110986	5.087923973079863	8.714188535525098	63
cc_153	49.01638731664542	66.59306264816198	11.479285055875879	4.53477540166948	8.410263248531496	49
cc_154	40.6913513448964	52.80321981151438	8.653707703081686	3.3441281512899748	5.386277990283631	46
cc_155	49.19979499816894	62.26584344894725	12.261513051474354	4.495595303195261	8.51086310278183	56
cc_156	49.34922039985656	61.022848044479396	10.90086569458426	4.268225255133762	6.961999599676099	64
cc_157	63.21816525777182	81.53429823313205	13.786562991598055	6.181496554001352	11.311581244233436	48
cc_158	45.92628966250664	57.98743769593225	8.067454810018072	4.058526834792032	6.322645030841192	59
cc_159	48.63211483561197	62.94033973058422	9.402253682977037	4.284012934779068	8.032481797732963	75
cc_16	20.837673684881892	32.56986764233277	9.225359856195416	3.6657648449936477	10.970664716774559	467
cc_160	56.73184855143228	73.18174877910094	9.532382958074598	4.501670201821263	7.408287856092327	75
cc_161	48.84830907389324	61.73298905942876	9.231932805507231	4.401224373255958	7.994059655569825	75
cc_162	74.73291718783445	94.60352449367382	13.191996367443073	6.0130762759353145	10.239226632807917	73
cc_163	44.45034099121093	58.742652662019594	8.650329892442286	4.0032368773380655	7.294811570124225	75
cc_164	56.42690037969333	67.38762636318336	9.290708459389693	4.871274938679974	7.54501455863898	67
cc_165	50.596472908528646	69.85994843761982	9.245156436404969	4.569107869936484	7.971232386212752	75
cc_166	54.44651220034246	70.7700948801684	7.827893906150138	4.723307672317863	6.961642769234568	73
cc_167	47.40217617550411	70.0790366812799	7.849051348362624	4.30115564890971	7.445564476097972	74
cc_168	51.085280444335936	77.36022119334402	7.642608196194263	4.193367517429731	6.428531935016619	75
cc_169	40.52949211425782	62.25362809171542	7.439411226081572	3.6308940831951753	6.379663542789429	75
cc_17	15.14422097564503	22.195029000838552	6.990446410357372	3.8075680031289356	8.30866308442822	314
cc_170	49.43119155273439	77.92150693855274	7.319486773927067	4.012923490236596	6.219899484845988	75
cc_171	65.65453497704037	85.5795992998908	13.929830459158525	5.563000760637213	10.93110763688543	47
cc_172	37.29622837611607	47.40734871435884	5.2961279974116104	3.1419521141761075	4.915514382093037	56
cc_173	52.83726789474487	65.45233132052446	11.596296535115137	5.210159339599344	8.856508905952534	64
cc_174	52.09974564532844	66.89377332264696	9.08844788367877	4.721746025496505	7.347219133833472	49
cc_175	47.30146119836259	72.92014294486	8.691693395149697	4.545420241232567	7.550347948313275	73
cc_176	56.293434916457095	83.09317730775722	7.848563111420913	4.858746324569056	7.152137396264367	73
cc_177	45.30464914957682	59.581587565402074	8.42984876729739	4.431726058377041	7.217723691445054	36
cc_178	48.08165255459872	63.36629783659459	7.464379193228992	4.160752211370606	6.056729825295391	44
cc_179	17.788532865578347	27.973473420404577	8.117946002629388	3.4081566589221644	10.448362980225339	247
cc_18	19.815165998327586	27.562877258012165	9.63931299395068	4.341432452199199	7.82264672326767	494
cc_185	40.790885835811565	62.18040344460514	10.926753012739907	4.222658989214447	8.763095201278107	2210
cc_186	42.74644071157131	63.668010659664496	11.55131176446086	4.4250973821502395	8.991696473149437	1795
cc_187	47.278225472691545	61.50641979481396	20.364843990198572	5.438029154898959	13.251545518636487	83
cc_188	52.812474302634214	69.37358648016213	8.595837412910518	4.500040414334886	14.162966719586375	39
cc_189	49.676386441317476	68.65571749558544	8.688768098709737	4.054553251821538	12.759814401387137	44
cc_19	14.92096384536204	20.30499570869998	6.491479012175459	3.6995348223152926	7.6436863226040375	481
cc_190	47.84602562945821	61.44958817804685	11.020819929514628	4.688029162204412	14.899197293475154	46
cc_191	58.36131508963448	72.98371166017601	13.634622756939635	4.607714755221418	14.550131841910432	56
cc_192	73.96793972082304	88.75891546035555	15.231051429236382	5.624083007970123	18.00691550805299	57
cc_193	31.67802993847423	49.996194392657536	12.597084019212106	4.665532112650479	15.168701484299357	418
cc_2	36.15437718333814	48.77164430746878	13.457974067481468	3.318742168472382	23.00090636350592	149
cc_20	18.96505303744612	27.989702706396756	7.410566356247745	4.294039088313662	7.503559888530814	493
cc_21	15.090936229602281	19.45959386454943	7.372793474357267	3.787315221001426	7.891861298628568	479
cc_22	17.81594568695197	24.120874831941258	7.162816697149779	4.092233022545013	7.4252447413976475	474
cc_23	190.24777221679685	356.04219324219395	192.88711788381627	8.63741815203836	75.04445428736086	66
