cc	MAE	RMSE	MRE	Mean_relative_error_max	Mean_relative_error_mean	n molecules test
cc_0	86.59156373489736	109.29948351145863	87.2763476026809	18.653934453877064	30.001260870940822	43
cc_1	41.36157846952739	57.95624527562065	12.098803699995578	3.786303411710673	25.910814775708463	152
cc_10	208.2020258976863	271.7181538605242	21.835928888321984	11.69148842641994	43.01522178252836	65
cc_100	147.6387293175806	216.1641838972632	33.30261039963871	7.198869221574395	18.77083873050346	79
cc_101	68.15710519205729	83.08582786960052	67.41106652696764	25.15393607619475	44.52229596917011	75
cc_102	82.32597486707898	92.15467153829132	36.87394193709579	20.297331081626975	36.66899801067558	54
cc_104	149.06191508351324	181.8368787534491	28.067440322237953	15.056759099344774	28.3196722483925	541
cc_106	512.233865814209	601.7384784055004	88.90159660837836	18.164321482773367	37.4967913119053	160
cc_107	62.23677744122058	80.76712864438004	20.16094800665393	7.1046549590434465	32.24582533773556	263
cc_108	58.6428635089317	84.02996144167405	33.96692801653703	7.073245465929911	20.999361283161132	89
cc_109	54.74108637934146	72.01652666598342	9.40799646542982	4.500993782218504	9.42679043217799	92
cc_11	140.9319002757353	188.38972457650675	28.848247383233513	8.840289817823063	30.889270420169375	85
cc_110	784.7256505062705	908.352643771392	57.52887972226372	24.997631578308823	47.08222568408083	76
cc_111	276.886278478878	308.713795240788	52.61312587320034	19.430616033605478	52.68180655789014	97
cc_112	28.729405753068097	35.602057973200914	24.530244472733187	8.52529919376483	28.375314012384685	127
cc_113	26.562966723632808	35.733531972932546	21.132232514159064	8.028218552190532	21.614741534902443	100
cc_114	51.33080254448785	61.37041957905927	19.755186296876424	9.30816424482063	15.20663123267161	90
cc_115	125.89904325159586	150.34267381139068	94.9750458333977	22.560126733970513	47.65190018390274	82
cc_116	40.77750116662134	57.399348707932354	19.168591928520794	8.484706859471773	12.435236366511823	79
cc_117	47.23771818136867	63.45255603732836	18.734520642338573	9.439991642959368	14.306557698578937	79
cc_118	18.36902011447483	23.948106202859936	16.03435313263281	5.51373859056726	15.282505445161128	90
cc_12	104.00210766082112	158.54579679879544	19.18325302258049	6.333096313531917	21.424916099618557	94
cc_13	74.72983158260196	101.8300887935832	26.299722159331832	7.475973547679268	42.87902705479401	154
cc_14	17.73097039303537	27.46436503425141	7.445857023838943	3.099278166935041	9.281474134552802	472
cc_144	172.6833407084147	218.64374892180822	23.58329275159402	14.191596047700093	27.24852250897601	48
cc_147	186.92749040066326	211.90198617040016	27.051899414481248	14.332841871250604	25.621273037458675	1188
cc_148	510.8010764522107	592.4036959164908	99.92122787427641	39.72663315566388	67.16339798116016	1041
cc_149	54.837896783057666	69.21972705278529	70.67325896161402	13.107825027024019	29.735069927692408	235
cc_15	24.968175395277676	38.996664773564824	10.741158187951427	4.729896073970918	12.701959510989592	488
cc_150	166.0370053100586	183.06308144674145	46.66529483403611	24.77424728589355	47.781808198813934	20
cc_151	106.10556888640875	133.03450533616862	27.398965567473905	9.625921389689532	18.840569006008018	63
cc_152	55.88239686027406	68.08168250993437	11.733514933649916	4.806839807001278	8.232770096389707	63
cc_153	98.9041172447983	114.97127081801965	23.683937876255477	9.150163497529679	16.970032022533502	49
cc_154	55.76082673445992	65.44137435807706	11.73997469834293	4.582579448920112	7.381011046159572	46
cc_155	75.20399138314383	86.29446201630186	15.70209511420461	6.871709738956855	13.009218340615893	56
cc_156	55.671096792221064	70.19353291285846	11.969173620173509	4.815005776874336	7.853865784313362	64
cc_157	77.79468691507977	104.46399453244207	16.7910574065946	7.60679445732666	13.919747873439695	48
cc_158	63.79553816455907	85.84554095545107	10.629760341236944	5.637640346815046	8.782693862928838	59
cc_159	68.26864780273438	88.77144293599873	13.355101627707917	6.013799136956869	11.275813784469685	75
cc_16	23.77902826149918	36.888566613817616	10.29054809778008	4.183208124252196	12.519235606270255	467
