cc	MAE	RMSE	MRE	Mean_relative_error_max	Mean_relative_error_mean	n molecules test
cc_0	108.26885986328125	137.0819685872192	102.42156386572363	23.323752663352273	37.511764066325256	5
cc_1	57.52581863403319	92.4636490300822	14.659788433975713	5.266003170453423	36.036845947394625	16
cc_10	221.33657575334817	251.34254607230758	18.27556614654053	12.429052996032581	45.72886288481338	7
cc_100	286.48502156575523	377.18192082966937	177.12371476141425	13.96901892697479	36.42380399351787	9
cc_101	45.814015274047854	54.262215876000916	83.16681215391552	16.90803634265126	29.927109460114526	8
cc_102	68.90810801188151	85.19501468716594	61.883545258594985	16.989178503915564	30.692515693701562	6
cc_104	67.34123313210229	89.1283936491837	17.792805541718508	6.802144760818413	12.793889371643099	55
cc_106	280.4431732177734	357.3183142982709	36.143248561941924	9.944793376516788	20.529136870480734	16
cc_107	61.19270946361402	91.29423992159157	24.78241990818376	6.985469116850914	31.704877765724447	27
cc_108	134.11095361328125	173.9875105185728	39.815632376537636	16.17587610523487	48.02365025244075	10
cc_109	41.42775207519531	52.43851117815827	6.03247060149547	3.4063272549905697	7.134142975950764	10
cc_11	231.5043145073785	257.07379043678935	50.94795808117588	14.521660676664059	50.74081425329055	9
cc_110	272.30653211805554	380.990056710705	57.09673661383434	8.674392587858549	16.337936184652918	9
cc_111	185.70207020152696	225.67480260294008	22.187732466739366	13.031724224668558	35.33263039794467	11
cc_112	28.440214691162108	37.739961068973585	20.94607842729506	8.439483275812965	28.08968724858428	14
cc_113	16.177375885009763	21.82458742771813	12.677037880948502	4.889345025239448	13.163808173442911	10
cc_114	103.50959648980034	121.16448997191142	24.79876271975225	18.77010054941434	30.664477951593238	9
cc_115	141.7065269639757	161.5186406992922	57.0290308713229	25.392704541442804	53.634921313902026	9
cc_116	66.66336737738715	84.71415914896993	31.65714848327655	13.870862958257835	20.32921848099865	9
cc_117	83.97176581488715	98.65793541431586	40.77317222407107	16.78092842024124	25.43194207793196	9
cc_118	28.451614312065974	35.46691569113883	19.531409985974175	8.540181393386156	23.67093878378084	9
cc_12	165.70061645507815	202.79599631381163	19.979083015685987	10.090160544091958	34.13509480772281	10
cc_125	55.64955349588222	78.58157271156428	7.169897260840038	3.905231824272437	8.019406266850595	277
cc_13	53.40216579437255	71.164709108127	16.46232511103928	5.3423535208455935	30.641483640311023	16
cc_14	26.558991368611657	35.435999028391315	12.10115110078668	4.642368706277164	13.902600137689399	48
cc_144	178.44813028971353	209.00896599932463	28.441360387817465	14.665362449844965	28.15817597074667	6
cc_147	87.19419607883032	136.30057178698655	20.24175005746504	6.685697335421241	11.951298871177123	120
cc_148	63.01512916201636	87.23535699218192	10.07222843346279	4.900888104746216	8.285632888909314	105
cc_149	41.12472588857015	51.9597777006083	52.39056052907748	9.829985153592634	22.299297963440818	24
cc_15	38.120870849609375	48.66335530560882	17.60771919823765	7.221503154051939	19.393077403124224	50
cc_150	43.44661254882814	47.50514059523612	13.71538628500881	6.482633922534786	12.502982114255989	2
cc_151	162.3324405343192	176.7749067146969	37.06716153739653	14.726835999085468	28.82445831919285	7
cc_152	171.04051409040179	212.42850883258623	59.35048386969624	14.712403152560023	25.198225358791035	7
cc_153	71.7375935872396	87.46831548563877	12.317885183569905	6.636839077365122	12.308782427952728	6
cc_154	187.71299316406248	231.44675110464405	23.656936118673883	15.426774586132685	24.84740197001746	6
cc_155	140.50944091796876	170.258679426158	28.913446806221344	12.838947452299777	24.306130063057164	7
cc_156	321.2482195172991	365.38496377777255	169.39100767060432	27.78483130230921	45.32047229022885	7
cc_157	132.62339233398438	147.8429119511178	24.71281369829948	12.96796639620459	23.730209049166973	6
cc_158	180.28526088169642	213.9885713060853	20.62551908486156	15.931889438113858	24.819764828033616	7
cc_159	153.80002075195313	198.67947967583646	78.06724939067911	13.548275260038155	25.402881847868322	8
cc_16	33.15640267690023	43.258759394346264	15.0522496033239	5.8328764120927845	17.45625651324718	48
cc_160	135.5677784729004	200.52285605013344	64.09801105160972	10.75729848861331	17.70302136422887	8
cc_161	232.15882720947266	277.9318480325813	103.00953242748903	20.917471006727993	37.99295307176814	8
cc_162	155.01707580566406	210.46311667245013	56.550273954459584	12.472810321977414	21.23903402753484	8
cc_163	226.39494262695314	266.27560992136273	86.75542948050577	20.38932802216877	37.15401074694246	8
cc_164	230.43024047851566	259.3276638707077	46.56984505768353	19.89280020706133	30.811536828394726	8
cc_165	209.5233413696289	251.8178669331474	63.437416646620235	18.92097794480828	33.009400623883614	8
cc_166	107.2604440307617	146.4316046304689	17.261472780340977	9.30498681646555	13.714540462464086	8
cc_167	132.75987854003907	157.86170930329337	48.981892789176044	12.04630140643502	20.852887256674226	8
cc_168	204.19012115478512	254.97545146587498	48.84746656834691	16.761075088224416	25.695125939236913	8
cc_169	207.84680572509768	247.03967106170427	57.96960602880528	18.620261388688604	32.71673588288498	8
cc_17	14.862141933441164	22.77870643901081	8.397686972474833	3.7366475419724354	8.153904399341727	32
cc_170	203.67652130126953	248.25415428679372	48.46604213473468	16.53486940260347	25.628503989540405	8
cc_171	177.1190022786458	217.47935903828002	57.89809417824608	15.007541287802562	29.489309140986176	6
cc_172	320.18151994977677	342.2910890688112	62.41625071202093	26.9731028398181	42.19882102613384	7
cc_173	182.31436139787942	220.11945162039922	39.94822331038517	17.977592533218893	30.559278133379056	7
cc_174	118.590703125	144.21920506379084	25.4086902151527	10.747752684883087	16.723918174692503	6
cc_175	166.78819854736327	186.55788863688392	63.66352607969987	16.027463728797976	26.623045056133368	8
cc_176	125.54279571533203	166.95021806280218	46.9028472481214	10.835732411128262	15.9503381770848	8
cc_177	97.8346240234375	103.94608857749246	12.410801637385418	9.570237510607416	15.586552305618739	5
cc_178	272.45087402343745	348.4818238792996	105.2741594388003	23.57657269154011	34.31997959620301	5
cc_179	28.161301856407754	36.322198845917825	13.97496953186917	5.395505586160814	16.540965239511642	26
cc_18	32.70337924804688	41.833040813789815	16.078199354280216	7.165194173797572	12.91066562531476	50
cc_185	40.86915656594669	57.48821007861423	13.887446189606514	4.230761549269844	8.779910081504257	221
cc_186	48.303001692030165	63.594920404195044	13.231267035804791	5.0003107341646125	10.160516822613221	180
cc_187	125.11110934787328	153.0552832864557	42.391031063592344	14.390511772242153	35.06721210101424	9
cc_188	227.11025292968748	248.96823817504534	27.438343427872944	19.351589377103572	60.90521219452828	5
cc_189	224.59942236328123	293.0513450831631	34.65773254180503	18.331653800463698	57.69032631630002	5
cc_19	18.80897054866869	27.28307825062491	7.663062547185428	4.663535294225104	9.635427872832071	49
cc_190	166.87960103352867	220.33294112791552	29.863663179117935	16.351126889430592	51.96611562495453	6
cc_191	186.76904331752232	206.6302862415975	42.71774388326238	14.745700561939234	46.563621811532585	7
cc_192	202.00526436941965	219.9241471183364	62.79616615342686	15.359281049986288	49.17659923219464	7
cc_193	35.964134322765254	46.24576827181338	14.662730260849594	5.296788465457784	17.221058845604027	43
cc_2	46.040924072265625	62.952889425631554	16.75746977283142	4.226264372339418	29.29058847025314	16
cc_20	27.976989746093746	39.94966468335107	14.07686171302969	6.33450838792142	11.069150064918363	50
cc_21	17.773149632045204	22.142920770885077	8.710340779408408	4.4604601797031584	9.294534785769796	49
cc_22	29.577630971272782	39.88503317500743	12.78788682159597	6.793832913283899	12.327223751770267	48
cc_23	404.81817588806155	606.6646851227066	184.60997187207133	18.379105415784146	159.6831265940168	8
cc_24	285.28042297363277	335.127539773815	24.1843011182602	18.071735903562193	100.57056509998972	4
cc_25	360.1778157552083	423.1390219558179	32.68015849390904	14.648520243826594	39.46329995705429	6
cc_26	16.502432014074298	24.665491444049255	11.661028876643298	3.6855529779512013	8.62370016365034	891
cc_27	136.66110661824544	208.55127470737708	32.20196369975606	6.098219840171595	33.939539253942115	12
cc_28	305.3395228794643	349.59001891074547	34.9543332612507	13.47006894650892	41.94928952828814	7
cc_29	152.42311314174108	179.96903099364795	16.43185061105395	6.562607127432233	21.294978531270676	7
cc_3	130.55892753601074	148.47380080665397	22.10023964009078	11.38860149476716	66.94617559143357	16
cc_30	311.5419782366071	338.63548811413074	39.319387814976835	17.284841224845046	62.17136994795614	7
cc_31	170.10089385986328	198.19235988925084	19.852387175567458	7.629211242369182	33.44856941668286	8
cc_32	150.7447570800781	178.2330170879237	14.73163343365514	7.761546549278038	29.760509134292345	6
cc_33	330.49335205078125	339.7488257412059	57.3412552102446	20.896140114490468	85.2248904593269	5
cc_34	359.1469796316964	414.8465589673298	38.94823559511191	22.335011171125394	91.42204416495156	7
cc_35	35.91582818478954	43.837688070508584	15.801918731745216	6.091971671210656	17.070444504077642	49
cc_36	43.230994285300916	63.27589831868517	16.235352720740266	8.434986787891386	19.640955947135463	27
cc_37	31.588000748005314	48.531113940374375	12.610164278593455	5.316771148590406	15.081957505485606	47
cc_38	47.511597456498585	59.95114380124055	22.4505662047147	8.433013393059744	16.62191328532271	11
cc_39	25.56017517089844	31.250739195300795	11.70765980869981	4.880317556592667	13.115387152897595	31
cc_4	77.46661987304688	124.20918922648774	19.10281747984088	6.634688238527481	43.951659317004484	16
cc_40	29.866534627278643	39.08784576282366	12.960265030777705	6.364602699415814	11.894506002532035	51
cc_41	25.96451609971788	33.90182567752792	10.669232213089728	4.415734030564265	12.63627983031543	45
cc_42	29.77489936558067	37.53542086285206	10.947090551133032	5.360789918544646	11.869983776648146	47
cc_43	26.378519798101372	32.299473689092096	12.744198918704495	4.919897008001601	13.245107622501678	43
cc_44	30.482157073325293	40.571701068340026	13.770645900441957	5.7678922709138085	13.014970570368739	47
cc_45	38.01948900146485	52.49920630857131	14.991912539384693	6.60886681293715	17.690351610705207	50
cc_46	32.92695839077818	43.140387974184925	12.609131448541564	5.588417921041782	15.11802396840774	51
cc_47	26.961871506711276	37.06740535415938	11.685118699067013	4.984078583760587	12.936378884224215	47
cc_49	319.298105690696	351.4334864633975	29.193532657809843	18.26857224457581	63.24677281704667	11
